osm_id,network_id
11112,set()
18523,set()
19287,{'469521'}
8014,{'297103'}
30109,{'460656'}
8451,{'89433'}
8633,set()
13858,set()
15038,{'467229'}
15690,{'409803'}
9214,{'549645'}
19408,set()
21346,{'252071'}
5596,set()
14753,{'478976'}
11180,{'344506'}
10331,{'308896'}
7506,set()
27744,{'545883'}
24536,set()
15815,{'494947'}
27602,set()
19133,set()
13561,set()
19792,set()
809,{'558418'}
21213,{'551308'}
20373,{'489937'}
10006,{'485444'}
13491,{'380597'}
30169,{'571031'}
18479,set()
15027,set()
15322,set()
20589,set()
20164,{'570562'}
8292,{'551344'}
19010,{'548649'}
18762,"{'387473', '379555'}"
20927,{'253507'}
24165,{'428526'}
6561,set()
17312,{'371387'}
13654,set()
11450,set()
21269,set()
19046,set()
25247,set()
13280,{'558242'}
17563,set()
28245,{'310619'}
8910,set()
28220,set()
21251,{'551308'}
15394,set()
10550,{'280224'}
25870,{'221666'}
11374,{'357362'}
11028,set()
1599,set()
10975,{'216306'}
26252,{'254462'}
6113,{'549010'}
22668,{'548509'}
10601,{'254225'}
21929,{'273167'}
8061,{'488843'}
14578,set()
4334,set()
28150,set()
10658,"{'425477', '379555'}"
16931,set()
29010,{'467184'}
2423,{'420042'}
14755,set()
195,set()
21750,{'27046'}
9712,{'105710'}
24305,{'321959'}
17843,set()
17625,{'544412'}
17306,{'314255'}
17034,{'314255'}
22725,{'317121'}
20076,{'558268'}
15851,set()
22038,{'410520'}
1668,set()
28638,set()
27663,set()
9842,{'317049'}
14972,{'420705'}
1107,{'474848'}
3432,"{'224643', '533575'}"
25407,{'94237'}
29158,{'272175'}
11304,{'202524'}
21720,{'424424'}
9952,{'558373'}
1912,set()
3326,{'410528'}
10572,{'570603'}
20372,{'570603'}
353,set()
19883,set()
16363,{'103294'}
4639,{'308896'}
1311,{'551545'}
688,{'460249'}
14914,{'430774'}
22539,"{'551138', '436455'}"
4805,{'341771'}
14047,set()
26882,set()
15374,set()
12721,{'317049'}
9740,set()
6480,{'516427'}
11167,{'553184'}
20260,set()
14142,set()
7796,{'488067'}
300,{'272454'}
18770,set()
2245,set()
10757,set()
1532,{'297027'}
21352,{'273167'}
4015,{'334871'}
29211,{'545883'}
14659,{'545893'}
25121,set()
16560,{'549645'}
22449,{'205508'}
29924,{'571664'}
5530,set()
5880,set()
10453,set()
24275,{'255534'}
25630,{'461580'}
21140,set()
12582,set()
27785,{'21611'}
7268,{'461580'}
5686,set()
8851,{'317121'}
10167,{'124547'}
6523,{'427370'}
5827,set()
22474,{'265497'}
7846,{'273167'}
18067,{'154992'}
17442,{'286701'}
6589,set()
19200,set()
25400,{'552999'}
1053,{'526526'}
10991,{'571669'}
21449,set()
14018,{'572116'}
11820,set()
24598,{'551344'}
22194,set()
4526,{'216306'}
11719,set()
17610,{'521297'}
1695,{'284801'}
7971,{'410520'}
15107,set()
20177,{'472324'}
23246,"{'356054', '153453'}"
12386,set()
3252,{'440699'}
25996,{'571029'}
3793,"{'34974', '114566'}"
21060,{'548616'}
20322,{'545812'}
24194,set()
18805,{'570606'}
3115,{'545883'}
1844,set()
23891,{'410610'}
11721,set()
10671,set()
20502,set()
6029,set()
1552,{'119532'}
20377,"{'125952', '491073'}"
16030,"{'1021', '334871'}"
29025,{'427104'}
22617,{'485510'}
11419,{'461006'}
7063,"{'297072', '517786'}"
9713,{'105710'}
3158,set()
24191,set()
29331,set()
7831,{'554140'}
12946,{'552999'}
7007,{'285673'}
1087,{'462649'}
5765,set()
8769,{'557554'}
29935,{'479570'}
28685,{'409348'}
25732,{'273167'}
30013,{'472324'}
17993,set()
12580,set()
12300,{'459907'}
2883,{'462649'}
10997,{'494151'}
28581,{'297114'}
20399,{'125068'}
25306,{'293428'}
20579,set()
29821,set()
21932,{'91999'}
17623,{'424424'}
15024,{'273167'}
6096,set()
9602,set()
14656,set()
6841,{'252914'}
1614,set()
14571,"{'467689', '526362'}"
3353,set()
29867,set()
22764,{'380597'}
2459,{'517786'}
20920,{'27046'}
15770,{'494947'}
3144,set()
14363,{'557526'}
9720,{'494947'}
22762,{'380597'}
22670,{'548509'}
21784,set()
19294,set()
23063,{'252071'}
16007,{'310619'}
6861,set()
20024,{'537765'}
12980,{'545372'}
13173,{'459664'}
27176,{'558183'}
8205,{'421159'}
2481,{'545694'}
25623,set()
11888,set()
20968,{'378900'}
15324,set()
12125,{'410528'}
12439,{'479541'}
21550,{'20490'}
28884,{'385491'}
12674,set()
24742,set()
22301,set()
2402,set()
14181,set()
3918,{'549645'}
810,{'558418'}
2385,set()
21011,{'556341'}
3936,set()
29676,set()
11949,set()
19754,{'571954'}
14112,set()
5066,set()
23142,set()
5821,{'516474'}
25799,{'71162'}
23688,{'383778'}
15843,{'570603'}
4093,set()
20901,{'570603'}
13923,set()
5653,set()
19190,set()
22439,{'314689'}
10681,{'494938'}
29101,{'421164'}
17961,{'571664'}
801,{'571669'}
667,set()
6501,set()
8998,{'409803'}
20325,{'545812'}
16349,set()
16047,{'173051'}
14214,{'154707'}
8272,set()
19716,{'552320'}
23357,{'459933'}
8220,"{'415419', '426507'}"
19677,set()
30303,{'205508'}
7339,{'278245'}
30364,set()
8175,set()
15559,set()
23206,{'330893'}
26875,set()
10746,{'341771'}
17539,{'26472'}
3760,{'233076'}
9380,set()
14433,set()
20833,set()
25898,{'432861'}
14078,set()
26865,{'253437'}
18426,"{'286834', '297027'}"
5225,{'381685'}
5397,set()
12966,set()
9543,{'571971'}
28861,{'379173'}
1180,{'516474'}
20514,{'227193'}
19269,{'554614'}
29336,{'516427'}
17091,{'493286'}
26194,set()
9709,set()
5940,set()
9987,{'440859'}
12195,set()
6564,{'558183'}
12191,set()
24814,set()
25606,{'308896'}
6959,{'538531'}
16380,{'48795'}
20516,{'540930'}
7677,{'89340'}
23277,{'526362'}
2743,"{'554487', '282408'}"
398,{'28471'}
20762,{'467315'}
4815,set()
13251,{'125149'}
4958,set()
15560,{'319139'}
5365,{'379555'}
27774,{'549118'}
1727,{'490708'}
26458,{'259533'}
23395,{'64934'}
6086,{'383778'}
25389,{'552999'}
11608,"{'73734', '571971'}"
28985,set()
759,{'545959'}
3285,{'494947'}
24839,set()
426,{'461580'}
18083,set()
26439,set()
28926,{'418177'}
2125,{'542363'}
4323,set()
12632,set()
4364,set()
28074,{'459651'}
959,set()
9889,set()
27944,set()
10367,{'426940'}
7031,{'154173'}
26461,set()
28394,{'558493'}
19782,{'538090'}
4296,{'467689'}
4567,set()
12165,{'551273'}
23601,"{'424424', '175629'}"
26105,set()
25298,{'293428'}
1998,{'278420'}
7637,{'570606'}
15790,{'489937'}
22149,{'489065'}
23912,{'282408'}
15972,{'570602'}
25055,{'21961'}
3245,"{'226903', '128722'}"
9798,"{'88753', '544480', '536796'}"
4985,set()
27258,set()
23455,{'252071'}
20746,set()
11746,"{'107874', '534786', '227193'}"
23664,{'438930'}
131,set()
19258,set()
23045,{'550141'}
26530,set()
17030,set()
6749,{'89616'}
7438,{'572124'}
8151,set()
21792,{'25492'}
5019,set()
12390,{'73734'}
24996,set()
9178,set()
5728,{'282408'}
15089,{'297072'}
17765,"{'65023', '522090'}"
17209,{'397219'}
22036,set()
23095,set()
20722,set()
20234,{'252873'}
12706,{'550125'}
30127,{'460656'}
14225,set()
11822,set()
3787,set()
25558,set()
4402,{'410520'}
21904,set()
9721,{'5686'}
26587,set()
30372,set()
4491,set()
4876,set()
1033,set()
16559,{'549645'}
25054,{'21961'}
28046,{'514613'}
20606,{'558368'}
23186,{'88072'}
12046,{'284696'}
13541,{'549645'}
14561,{'310619'}
25258,set()
23192,set()
337,{'261797'}
15611,set()
29644,set()
5818,{'516474'}
9945,set()
15081,{'310619'}
23604,{'424424'}
25388,set()
1523,set()
5690,{'308896'}
7809,set()
26053,set()
27091,set()
2087,{'571035'}
10399,set()
21938,{'91999'}
10154,{'484089'}
11499,{'125068'}
8850,set()
3672,{'406834'}
16837,{'556560'}
21646,{'293915'}
5232,{'106915'}
6374,{'297072'}
1291,{'252914'}
25360,{'317049'}
2305,"{'426000', '91497'}"
22828,{'571669'}
14324,{'545928'}
29384,{'558317'}
5916,set()
20405,set()
10104,set()
4986,set()
22512,{'551138'}
25868,set()
8673,{'43767'}
15135,"{'297255', '551344'}"
10891,set()
27307,{'494980'}
15597,{'319139'}
10893,{'548616'}
90,{'558431'}
550,{'410717'}
2252,set()
22308,{'430927'}
23816,set()
18286,{'282408'}
5974,set()
5628,{'525759'}
6942,{'462649'}
12442,set()
6095,set()
5196,{'317315'}
29990,set()
2708,{'409348'}
25925,set()
14621,set()
12498,{'125068'}
4177,{'551094'}
652,{'423944'}
28156,set()
53,{'430727'}
13142,{'251841'}
14576,set()
4249,set()
27109,{'461589'}
15576,{'436449'}
14885,{'410610'}
26805,set()
19610,{'89616'}
24543,set()
24597,{'297255'}
17375,{'76925'}
26687,set()
7588,set()
27055,set()
15359,set()
26663,{'382367'}
13400,set()
5404,{'343517'}
4152,set()
13203,set()
23936,set()
28496,{'545984'}
22900,set()
3333,set()
14689,"{'112196', '479959'}"
13284,{'252027'}
17567,{'277735'}
22809,{'290953'}
26597,{'204968'}
4246,set()
23101,{'459933'}
12110,{'570603'}
24910,{'545694'}
2652,{'34471'}
11825,set()
611,{'409912'}
12058,set()
18010,{'81375'}
18443,"{'419239', '233076'}"
599,{'548509'}
9145,set()
19865,{'436449'}
761,set()
29839,{'467229'}
26022,set()
29815,{'571669'}
1949,{'110814'}
1343,{'526526'}
19126,set()
19776,{'516474'}
29681,{'516442'}
14770,{'410610'}
29342,set()
26260,{'206831'}
4052,set()
27902,{'322277'}
22769,{'380597'}
8227,{'352273'}
16577,{'551764'}
26145,{'545984'}
5453,set()
2232,set()
21405,{'254593'}
26081,set()
24022,set()
28314,set()
28319,set()
15588,{'436449'}
17281,set()
27790,set()
12463,{'459907'}
11770,{'570603'}
1325,{'571024'}
7668,set()
7382,{'485444'}
14083,set()
18013,{'403225'}
23467,set()
15466,{'436449'}
23700,set()
1354,{'419239'}
21604,{'483485'}
25414,set()
19701,set()
22525,"{'551138', '73649'}"
508,{'545721'}
24174,{'522090'}
5663,set()
8,{'348248'}
14822,{'487073'}
16231,{'24099'}
2747,{'461113'}
14630,{'570602'}
28407,set()
4480,set()
12322,set()
20816,set()
2626,{'81375'}
9232,{'423984'}
10559,{'183639'}
9515,set()
28271,set()
29900,{'254472'}
14397,set()
8170,set()
3278,{'518245'}
28555,set()
8580,set()
6729,{'89340'}
15476,set()
19551,set()
16512,{'317121'}
11530,{'50418'}
16866,{'271429'}
1729,{'13783'}
7556,set()
19688,"{'89967', '514833'}"
2592,{'494665'}
12707,set()
9911,set()
1254,set()
29563,{'558317'}
7604,set()
10171,{'379555'}
17027,set()
23532,{'103642'}
13697,{'252027'}
5254,set()
1913,set()
22063,{'261372'}
24360,{'29806'}
20662,{'572116'}
5179,set()
20938,"{'253507', '393978'}"
14514,set()
21657,{'205508'}
27896,"{'322277', '116768'}"
29825,set()
15228,{'571669'}
12405,set()
20996,{'409803'}
15253,"{'308896', '571669'}"
17363,set()
19674,set()
240,set()
23427,{'459933'}
4733,{'106'}
25525,set()
25198,set()
7925,{'34471'}
4878,{'571024'}
14254,set()
20699,{'252873'}
21303,set()
19684,set()
22407,set()
8888,set()
29299,set()
13843,set()
23085,{'64934'}
17404,{'538531'}
16756,set()
18751,set()
24633,{'482708'}
11400,{'558317'}
11835,{'494947'}
19570,set()
27410,{'409912'}
13861,set()
14907,"{'494938', '291710'}"
12693,set()
22025,set()
28133,{'518540'}
14061,{'572116'}
23065,{'252071'}
22135,set()
29326,set()
13794,"{'279148', '297103'}"
8418,set()
15105,set()
2440,set()
17722,"{'348376', '343793'}"
3799,{'467689'}
8945,{'550125'}
19312,"{'418194', '486721'}"
11391,set()
23353,{'64934'}
2537,{'545883'}
7856,{'273167'}
10616,set()
25006,set()
3558,{'385439'}
20124,{'282408'}
23927,set()
5733,set()
27092,set()
12862,set()
11239,set()
15615,{'39116'}
1216,set()
10981,{'517839'}
17796,{'474479'}
29684,set()
25309,{'548616'}
8231,{'426507'}
16834,{'293915'}
9773,{'198630'}
30147,{'460656'}
25723,set()
14610,set()
17260,{'231823'}
17459,"{'19551', '26472'}"
24475,{'356054'}
168,set()
8389,{'536796'}
20588,set()
18610,{'415736'}
11372,{'387407'}
27182,set()
2662,"{'322277', '116768'}"
25923,{'551280'}
8589,set()
18438,set()
27714,set()
11930,set()
22855,set()
1319,{'89818'}
29431,{'102930'}
26186,set()
26664,set()
16564,set()
3687,set()
10470,{'467229'}
14134,{'297072'}
8908,set()
23098,{'297114'}
23813,{'570711'}
4219,{'440661'}
4423,{'261372'}
9923,set()
5920,{'348248'}
27692,set()
10745,{'341771'}
26595,{'482708'}
13319,set()
16797,set()
4433,{'253963'}
12320,set()
16264,set()
29566,set()
4775,{'545372'}
11424,set()
5791,set()
10865,{'308776'}
23851,{'459651'}
28295,{'549645'}
13969,set()
2756,set()
25275,set()
6768,{'514833'}
16901,{'392149'}
28551,set()
28367,{'558493'}
13524,set()
16890,set()
23693,{'428526'}
6574,set()
23666,set()
24823,{'570606'}
6854,{'80973'}
16303,{'24099'}
13599,set()
1113,set()
27854,set()
29501,set()
22798,{'251841'}
26821,set()
7344,{'572124'}
16592,{'551764'}
773,set()
18861,{'91025'}
12770,set()
24437,{'29806'}
3507,{'532273'}
5832,set()
14997,{'272454'}
11015,set()
6664,set()
27847,set()
7934,set()
9361,set()
21953,{'552380'}
26621,{'416743'}
9977,"{'148681', '319139', '485444'}"
22043,{'20490'}
8300,set()
749,set()
27540,set()
7341,set()
12646,{'410528'}
24411,{'385439'}
14539,set()
27754,{'316799'}
16538,{'459660'}
17966,{'571664'}
212,set()
22793,{'273167'}
19522,{'514833'}
25798,{'91999'}
16481,set()
10082,{'558418'}
16106,{'432624'}
15873,set()
24810,{'488099'}
9961,set()
16679,{'392149'}
11272,set()
14691,"{'532273', '151912', '321959'}"
13959,set()
567,{'115387'}
12689,set()
834,{'308785'}
20990,set()
12243,set()
26546,{'418226'}
25565,set()
2484,set()
12714,{'272454'}
18417,{'425477'}
20818,set()
13277,"{'205446', '545694'}"
28194,set()
11713,"{'102779', '223608', '92064'}"
17597,{'557526'}
1850,set()
234,set()
8122,{'343793'}
28910,set()
9035,set()
16215,set()
841,{'549118'}
20877,{'489937'}
15273,set()
24508,set()
12953,set()
26948,{'461589'}
9310,{'200113'}
1170,set()
28014,set()
27811,set()
9379,{'558418'}
18655,set()
25890,set()
9631,set()
19623,set()
24517,{'90779'}
2420,{'556764'}
1066,{'221766'}
3129,{'472927'}
3303,{'308785'}
2136,{'382367'}
27086,set()
26067,set()
1564,set()
7943,set()
9325,{'255534'}
23594,{'322277'}
18422,{'284801'}
10153,{'198977'}
26092,{'554140'}
1384,set()
1068,set()
25042,set()
24264,set()
10558,{'280224'}
13784,set()
2517,{'548649'}
11920,set()
23587,set()
6485,set()
26324,set()
3104,{'545372'}
25314,{'293428'}
17699,{'230404'}
4511,"{'428278', '319860'}"
21839,set()
4568,{'410520'}
24734,{'570606'}
17131,set()
30063,{'480822'}
27911,set()
11737,{'179797'}
19969,"{'84120', '159734', '539348', '105710'}"
21381,"{'50418', '551280'}"
8123,{'343793'}
9535,{'570603'}
27855,{'550170'}
17892,set()
26454,{'254593'}
6824,{'277735'}
13872,set()
13213,set()
17157,{'231823'}
9336,{'544723'}
19274,{'252914'}
18005,{'80973'}
8797,{'115872'}
18869,{'552209'}
25195,{'410528'}
23932,set()
28807,set()
15219,{'280224'}
6457,set()
2250,{'467229'}
3598,{'128722'}
2610,{'392149'}
16905,{'392149'}
21090,{'426000'}
10827,set()
15802,"{'226903', '128722'}"
4169,{'198822'}
27130,set()
28632,{'253437'}
13967,set()
23612,set()
4972,{'282408'}
23705,set()
14832,{'440805'}
16657,{'392149'}
16904,{'392149'}
25640,set()
713,set()
11604,set()
29945,{'479570'}
22553,set()
25039,set()
13433,{'308785'}
3600,{'550125'}
6739,set()
7768,{'357030'}
25700,{'550125'}
29459,{'558317'}
13097,set()
24793,{'550170'}
13226,set()
14757,set()
6713,set()
19322,set()
11651,{'416255'}
15749,set()
4349,set()
6126,set()
28494,{'556341'}
25268,{'514935'}
21652,set()
23279,{'526362'}
1609,set()
15344,set()
4785,set()
11096,set()
4255,set()
17813,set()
4636,{'571669'}
3137,set()
4851,{'410520'}
19284,{'494721'}
27237,set()
25082,set()
5876,set()
22377,set()
11205,{'344506'}
9632,set()
8275,set()
17554,set()
30157,{'514748'}
1099,{'522090'}
21276,set()
648,{'418194'}
608,{'532273'}
27485,set()
18267,{'198977'}
26396,set()
28554,set()
9959,{'334871'}
18774,set()
8653,set()
11345,{'426940'}
10481,{'467229'}
22537,set()
22094,set()
17372,"{'387407', '76925'}"
25223,{'308785'}
11532,{'50418'}
22833,{'308896'}
20255,{'494947'}
22353,set()
16090,set()
7616,set()
13587,{'516474'}
14720,{'310619'}
18713,{'317121'}
6358,set()
20890,set()
14093,{'558431'}
10688,set()
26262,{'206831'}
22872,set()
11105,{'571029'}
7849,{'426940'}
18448,{'284801'}
29846,set()
14293,set()
27458,{'461580'}
8827,{'317121'}
22588,{'117005'}
28102,"{'186880', '309744'}"
443,set()
18033,{'154173'}
23585,set()
4409,{'91497'}
28836,{'226924'}
8659,{'284801'}
22650,{'277999'}
3217,{'409803'}
28212,{'421159'}
18207,{'273074'}
21002,{'409803'}
6069,set()
23446,set()
29405,{'558317'}
28465,{'351960'}
18074,set()
8990,set()
1359,set()
11529,{'462611'}
12373,set()
5113,{'552209'}
9364,{'558418'}
9761,{'278901'}
9064,{'558418'}
14479,set()
17522,{'397219'}
7235,{'252877'}
10190,set()
10288,{'125149'}
19568,{'357943'}
16102,"{'107169', '517839'}"
8023,{'403225'}
4669,{'514705'}
4667,set()
22635,{'459660'}
18388,{'467184'}
20676,set()
1277,{'221766'}
24061,set()
15610,set()
11561,set()
1124,{'81375'}
9599,{'387762'}
16533,"{'17355', '350864'}"
27379,{'278901'}
27348,{'429982'}
9913,set()
9011,{'409803'}
14180,set()
14766,{'357030'}
4871,{'21611'}
19236,set()
2050,set()
3961,set()
22067,set()
5414,set()
11759,{'293428'}
20450,set()
26690,set()
9076,set()
12187,{'358185'}
23480,set()
2892,set()
15462,{'294599'}
4811,{'90779'}
21557,{'483485'}
3394,set()
8696,set()
18598,{'278457'}
19966,{'159734'}
21061,{'253437'}
22741,{'317121'}
16241,{'216306'}
9536,{'570603'}
25758,set()
14581,"{'334871', '206736'}"
16436,{'516474'}
28719,set()
19036,{'494721'}
18930,set()
12779,set()
15784,set()
6747,set()
12568,set()
11924,{'516481'}
27160,set()
29932,{'570562'}
2987,{'284546'}
24874,{'467325'}
9455,{'229827'}
13591,set()
23337,{'459933'}
19384,{'430727'}
7681,set()
23640,set()
20280,"{'523146', '215677'}"
12093,{'440859'}
28463,"{'112196', '479959'}"
21548,{'348376'}
17333,{'221766'}
4267,{'287654'}
28385,{'558493'}
27413,{'409912'}
1815,{'543527'}
27539,set()
20824,set()
4676,set()
24652,{'357474'}
24811,{'488099'}
27813,set()
29000,{'205508'}
9499,set()
1130,{'430727'}
8328,set()
4447,set()
5924,"{'262488', '424424'}"
29256,{'314689'}
27634,{'436449'}
9045,set()
20687,{'572116'}
14414,set()
16283,{'24099'}
11302,{'339432'}
3798,set()
29153,set()
23200,set()
29140,{'357943'}
2515,{'535229'}
8694,set()
15608,{'39116'}
16971,set()
14928,set()
20483,set()
1717,{'550125'}
18990,set()
5705,set()
12803,{'310280'}
22095,set()
10867,set()
7524,set()
18176,{'29806'}
14596,{'297255'}
1895,set()
17172,"{'192103', '544723'}"
14045,set()
6474,"{'224322', '542363'}"
24193,set()
28413,set()
182,{'357943'}
14519,"{'21961', '291265'}"
11855,{'409803'}
21079,{'278506'}
24166,{'428526'}
27430,set()
11599,{'317049'}
18120,set()
28883,{'385491'}
11876,set()
29611,{'459651'}
17498,{'397219'}
6160,set()
1080,{'106194'}
10961,set()
24219,{'284834'}
2615,{'254208'}
10293,set()
26898,set()
33,set()
22316,{'269372'}
29202,{'272175'}
307,{'149446'}
26169,{'440805'}
28710,set()
19090,set()
4321,{'25492'}
28916,{'385491'}
14207,set()
26451,{'273167'}
15931,{'106'}
13337,{'516474'}
8953,set()
19369,"{'252914', '435984'}"
1389,set()
16724,{'392149'}
24146,{'90664'}
7876,set()
27369,{'430969'}
11541,{'125068'}
3035,set()
1813,{'543527'}
20984,set()
15644,{'536846'}
21827,"{'109646', '532273'}"
6379,{'310619'}
20453,{'440383'}
13692,{'252027'}
28756,{'410456'}
19288,"{'494721', '468087'}"
11459,set()
14059,{'282367'}
11386,set()
13448,set()
831,{'410063'}
24582,set()
7706,{'570562'}
19175,{'529051'}
20593,set()
30436,{'254472'}
21919,set()
22159,set()
11307,{'339432'}
12489,{'278245'}
6397,{'125068'}
10832,set()
16244,{'216306'}
1931,{'460228'}
19249,{'252914'}
1663,{'410610'}
3970,"{'548642', '272175'}"
12254,set()
15542,{'434956'}
9025,set()
19944,"{'572116', '548900'}"
3773,{'548649'}
22534,"{'460228', '459658'}"
205,set()
5005,{'494721'}
12886,set()
13776,{'517839'}
18595,{'295997'}
12096,{'440859'}
21584,{'483485'}
6058,set()
25789,set()
19371,{'467184'}
2960,{'286701'}
13454,set()
19059,{'198977'}
7107,{'551344'}
3977,{'548642'}
11864,set()
16687,set()
8636,{'353516'}
7134,set()
6592,set()
20966,"{'253507', '393978', '98168'}"
14729,{'467229'}
3083,set()
25181,{'554200'}
16665,{'392149'}
4173,set()
13269,{'516474'}
25398,set()
5083,set()
14318,{'381685'}
20835,set()
15561,set()
21237,{'551308'}
14497,{'309695'}
8725,{'416926'}
21464,{'494947'}
21822,set()
9152,{'410528'}
10713,{'297103'}
29960,{'570562'}
4174,set()
6230,set()
4371,set()
6141,set()
16258,{'216306'}
23344,"{'551835', '459933'}"
26771,set()
22598,set()
15930,{'106'}
12222,set()
14703,"{'479959', '532423'}"
27223,set()
25079,set()
12626,set()
25036,set()
13034,set()
11965,{'297114'}
7357,set()
30235,"{'480822', '15059'}"
3712,set()
25355,set()
21785,set()
6647,{'440661'}
11173,{'15971'}
19919,{'204413'}
24687,set()
14149,set()
2733,{'297255'}
28590,set()
6706,{'571024'}
5288,set()
19899,set()
4918,set()
27654,{'494947'}
25546,set()
9022,{'558418'}
10059,{'343517'}
25740,set()
22208,set()
14010,set()
13008,{'545694'}
9658,set()
22311,set()
14780,{'410610'}
20305,set()
7418,set()
24215,{'548649'}
5231,{'91025'}
27105,set()
13105,{'410520'}
16684,set()
12229,{'461580'}
8925,{'550125'}
29646,set()
1610,{'350596'}
7180,set()
5495,set()
6278,set()
13890,set()
24063,{'552380'}
19707,{'552320'}
24916,set()
20003,{'291732'}
9757,{'542363'}
24553,set()
14278,set()
20463,{'516481'}
378,set()
28682,set()
27893,set()
24324,"{'396319', '521297'}"
14930,{'430774'}
5325,set()
30086,{'480822'}
20714,set()
8711,set()
10298,set()
3051,{'545989'}
23291,{'80931'}
23629,{'383778'}
4309,{'494721'}
6310,{'552320'}
6492,set()
4146,{'402534'}
755,{'494809'}
1761,{'392149'}
19955,"{'227498', '34974'}"
24204,set()
3549,{'308776'}
25327,set()
10222,set()
10922,{'423944'}
3659,set()
15733,{'540930'}
11955,{'319860'}
25326,set()
28187,{'459755'}
15203,{'91497'}
19071,{'198977'}
20924,set()
27376,set()
13191,set()
10542,{'490688'}
2830,{'479541'}
7639,{'516474'}
30202,set()
2076,{'341771'}
29709,{'516442'}
26514,{'494721'}
12402,{'416255'}
20420,{'534786'}
24298,{'545372'}
16589,"{'415853', '82696'}"
3816,{'556560'}
11837,set()
18331,{'424200'}
19125,set()
22253,{'126108'}
24635,{'69900'}
12344,{'284793'}
20115,{'282408'}
17341,set()
3866,{'205446'}
2682,{'154173'}
28941,set()
13626,{'467315'}
5354,set()
5164,{'252914'}
3268,"{'350596', '338511'}"
2077,{'341771'}
17759,{'514613'}
373,{'423984'}
1858,set()
2447,{'430969'}
1658,{'47161'}
4464,set()
20366,{'125952'}
4938,set()
8293,{'551344'}
17227,{'538531'}
25324,{'253437'}
21572,{'474848'}
13110,set()
3612,{'484089'}
6925,{'277735'}
21543,{'483485'}
21841,set()
8757,set()
8422,set()
17611,set()
27115,{'379173'}
17225,"{'325108', '381685'}"
18290,set()
11850,set()
20082,{'571669'}
18427,{'233076'}
17302,set()
20278,set()
25408,set()
16109,{'432624'}
14905,{'545984'}
27179,set()
23804,{'474479'}
16545,{'168085'}
21208,set()
8004,{'284546'}
18793,"{'410717', '554614'}"
16742,{'556560'}
17152,{'231823'}
3193,{'344506'}
23252,set()
5425,set()
6513,set()
10869,{'423984'}
21987,set()
2071,set()
27341,{'379555'}
18410,{'124547'}
26883,set()
16325,{'24099'}
12121,set()
11375,{'357362'}
18157,{'570562'}
8957,set()
11935,{'459907'}
28200,{'558431'}
13998,set()
24369,set()
25145,set()
2236,set()
13752,set()
27914,set()
18077,{'343793'}
7259,set()
20623,{'273167'}
8866,set()
14772,{'410610'}
26498,set()
16628,set()
25915,{'426940'}
820,set()
4379,set()
27324,set()
9562,set()
15048,{'272454'}
15247,{'273167'}
26509,set()
14602,set()
16142,{'168085'}
16965,{'484996'}
8845,{'198402'}
18765,set()
9168,"{'125149', '154483'}"
10188,{'310584'}
22209,{'95537'}
28435,{'154483'}
22379,set()
5854,{'272454'}
6282,set()
22328,{'314689'}
19122,{'516474'}
16732,{'224322'}
27492,set()
17932,{'230357'}
20636,{'357030'}
25051,set()
13708,{'545694'}
13815,{'297255'}
19205,set()
9645,set()
22267,set()
16910,{'542811'}
22023,set()
7907,{'486721'}
14616,set()
25970,set()
23041,set()
23182,{'24961'}
29353,{'522090'}
3946,{'430969'}
1884,set()
11220,{'103342'}
22744,{'253963'}
21812,{'570624'}
9832,{'410063'}
22509,{'436455'}
1462,set()
5716,set()
9399,set()
1698,set()
23952,{'410610'}
25455,"{'277723', '410520'}"
20402,{'489937'}
8339,set()
27264,{'424200'}
26354,set()
18370,{'424200'}
1586,{'254593'}
7885,{'557554'}
15453,set()
29738,{'556764'}
26494,{'549002'}
2897,"{'89340', '28471', '394242'}"
13922,set()
4893,set()
1548,{'572124'}
23334,{'64934'}
1380,set()
390,set()
26857,set()
25571,set()
11595,set()
25665,{'273167'}
5057,{'554614'}
1207,set()
19068,{'198977'}
29502,{'428526'}
22965,"{'148681', '319139', '485444'}"
21460,{'272908'}
3005,set()
2607,set()
23759,{'5244'}
25759,set()
21144,set()
29722,set()
9846,set()
15046,{'272454'}
2591,{'494665'}
23682,{'200113'}
19878,{'175629'}
16333,"{'48795', '538090'}"
1654,{'23805'}
13532,set()
4708,{'409912'}
592,{'261372'}
22835,set()
6516,{'427370'}
14315,{'545928'}
27732,set()
8870,set()
4755,set()
52,{'277723'}
18539,set()
21916,{'551280'}
12232,{'461580'}
25888,{'91999'}
1866,{'979'}
28804,{'286760'}
2049,set()
29368,{'269372'}
25384,"{'284094', '552999'}"
25254,set()
15813,{'494947'}
20235,{'252873'}
16229,set()
29758,{'516442'}
30425,{'409721'}
14357,{'396319'}
8022,{'343793'}
1239,{'572116'}
22843,{'410528'}
28237,{'297243'}
17419,"{'262488', '424424'}"
22158,set()
14188,set()
6172,{'558396'}
490,{'418177'}
24237,{'420733'}
14815,{'410610'}
22533,set()
5906,{'424424'}
17641,set()
30429,{'254472'}
24804,{'516474'}
21845,set()
9448,{'254477'}
11577,set()
1843,set()
12755,{'273167'}
4574,set()
9982,{'92064'}
19622,set()
7197,set()
16175,{'570606'}
2114,{'20490'}
9363,set()
6674,set()
8080,set()
3937,set()
9216,{'342816'}
10484,set()
29136,set()
26306,set()
23272,{'526362'}
